[150,0,0,0],
[0,0,0,0],
[150,0,0,0],
[357,0,0,0]
],
[
[100,0,0,0],
[150,87,0,0],
[0,180,0,0],
[0,250,0,0],
[145,0,0,0],
[320,123,0,0],
[145,124,0,0],
[257,0,0,0],
[150,180,0,0],
[257,0,0,0],
[150,180,0,0],
[345,224,0,0]
],
[
[0,140,150,0],
[0,0,0,0],
[0,105,190,0],
[0,0,145,0],
[0,65,0,0],
[154,150,0,120],
[0,0,0,0],
[245,0,0,0],
[0,220,0,0],
[245,0,0,0],
[0,220,0,0],
[0,0,0,0]
],
[
[0,0,160,0],
[0,0,178,120],
[0,0,100,0],
[0,173,0,250],
[0,47,110,0],
[0,192,120,0],
[0,168,145,140],
[0,268,145,0],
[0,0,40,0],
[0,268,145,0],
[0,0,40,0],
[0,268,145,340]
],
[
[0,0,0,0],
[0,0,95,0],
[0,0,153,170],
[0,0,136,170],
[0,0,85,180],
[0,0,240,0],
[0,0,165,0],
[0,224,165,0],
[0,0,0,150],
[0,224,165,0],
[0,0,0,150],
[0,0,165,0]
],
[
[0,123,200,210],
[0,0,150,0],
[0,145,0,0],
[0,0,0,0],
[0,86,0,0],
[0,0,180,50],
[0,0,178,0],
[0,0,178,150],
[0,0,50,0],
[0,0,178,150],
[0,0,50,0],
[0,0,178,0]
],
[
[0,0,0,145],
[0,0,0,150],
[0,0,0,165],
[0,0,0,0],
[0,0,0,165],
[0,0,0,0],
[0,0,0,230],
[0,0,0,150],
[0,0,0,170],
[0,0,0,150],
[0,0,0,170],
[0,0,0,230]
]
];
power1=
[
[
[3,0,0,0,],
[3.5,0,0,0,],
[3.5,0,0,0,],
[3.2,0,0,0,],
[3.8,0,0,0,],
[0,0,0,0,],
[0,0,0,0,],
[0,0,0,0,],
[0,0,0,0,],
[0,0,0,0,],
[0,0,0,0,],
[0,0,0,0,],
],
[
[3.3,4,0,0,],
[0,4.3,0,0,],
[4.1,0,0,0,],
[3.6,0,0,0,],
[4.8,0,4.1,0,],
[4.2,0,0,0,],
[4,0,0,0,],
[0,0,0,0,],
[4.9,0,0,0,],
[0,0,0,0,],
[4.6,0,0,0,],
[4.9,0,0,0,],
],
[
[3.9,0,0,0,],
[4.8,4.1,0,0,],
[0,3.9,0,0,],
[0,4.8,0,0,],
[4.3,0,0,0,],
[4.4,3.6,0,0,],
[3.8,4,0,0,],
[4.2,0,0,0,],
[4.4,4.8,0,0,],
[4.3,0,0,0,],
[4.6,3.6,0,0,],
[3.8,4.1,0,0,],
],
[
[0,4,4.3,0,],
[0,0,0,0,],
[0,3.2,3.3,0,],
[0,0,4.1,0,],
[0,4.3,0,0,],
[4.1,5,0,4,],
[0,0,0,0,],
[4.8,0,0,0,],
[0,4.2,0,0,],
[4.9,0,0,0,],
[0,4,0,0,],
[0,0,0,0,],
],
[
[0,0,4.4,0,],
[0,0,4.1,3.3,],
[0,0,3.9,0,],
[0,3.7,0,3.8,],
[0,4.5,3.9,0,],
[0,4.6,4.4,0,],
[0,4.2,3.9,3.1,],
[0,4.7,3,0,],
[0,0,4,0,],
[0,3.2,4.3,0,],
[0,0,3.3,0,],
[0,4.7,4.2,4,],
],
[
[0,0,0,0,],
[0,0,4.1,0,],
[0,0,4.8,5,],
[0,0,3.2,4,],
[0,0,3.2,4.3,],
[0,0,4.9,0,],
[0,0,4.3,0,],
[0,4.1,4.1,0,],
[0,0,0,4.7,],
[0,3.2,3.9,0,],
[0,0,0,3.8,],
[0,0,3.5,0,],
],
[
[0,3.5,3.6,3.8,],
[0,0,4.4,0,],
[0,3.1,0,0,],
[0,0,0,0,],
[0,3.3,0,0,],
[0,0,3.4,4,],
[0,0,3.5,0,],
[0,0,3.1,4.9,],
[0,0,4.5,0,],
[0,0,4.3,4.1,],
[0,0,3.5,0,],
[0,0,3.8,0,],
],
[
[0,0,0,4.2,],
[0,0,0,4.8,],
[0,0,0,3.4,],
[0,0,0,0,],
[0,0,0,3.5,],
[0,0,0,0,],
[0,0,0,3.4,],
[0,0,0,3.6,],
[0,0,0,3.9,],
[0,0,0,4.5,],
[0,0,0,3.2,],
[0,0,0,3.3,],
],
];
